PDS_acc	target_acc	biosample_acc	gencoll_acc
PDS000112090.35	PDT001601709.1	SAMN32874249	GCA_028404025.1
PDS000112090.35	PDT001601710.1	SAMN32874241	GCA_028404045.1
PDS000112090.35	PDT001602664.1	SAMN33054836	GCA_028507995.1
PDS000112090.35	PDT001612813.1	SAMN33242722	GCA_028603045.1
PDS000112090.35	PDT001614426.1	SAMN33275045	GCA_028624165.1
PDS000112090.35	PDT001615200.1	SAMN19313508	GCA_028607365.1
PDS000112090.35	PDT001616269.1	SAMN33274789	GCA_028645005.1
PDS000112090.35	PDT001640366.1	SAMN33414784	GCA_028832505.1
PDS000112090.35	PDT001648380.1	SAMN33193775	GCA_028906485.1
PDS000112090.35	PDT001663518.1	SAMN33797360	GCA_029274265.1
PDS000112090.35	PDT001663564.1	SAMN33735527	GCA_029273525.1
PDS000112090.35	PDT001676036.1	SAMN27412414	GCA_029520195.1
PDS000112090.35	PDT001676037.1	SAMN27412413	GCA_029520635.1
PDS000112090.35	PDT001676039.1	SAMN27412412	GCA_029521335.1
PDS000112090.35	PDT001676049.1	SAMN27412394	GCA_029520135.1
PDS000112090.35	PDT001677605.1	SAMEA111562814	GCA_029570665.1
PDS000112090.35	PDT001677606.1	SAMEA111562815	GCA_029570505.1
PDS000112090.35	PDT001677607.1	SAMEA111562816	GCA_029570535.1
PDS000112090.35	PDT001677608.1	SAMEA111562817	GCA_029570445.1
PDS000112090.35	PDT001677609.1	SAMEA111562818	NULL
PDS000112090.35	PDT001677610.1	SAMEA111562819	NULL
PDS000112090.35	PDT001677611.1	SAMEA111562820	GCA_029570485.1
PDS000112090.35	PDT001677612.1	SAMEA111562821	GCA_029571395.1
PDS000112090.35	PDT001677613.1	SAMEA111562822	GCA_029570415.1
PDS000112090.35	PDT001677614.1	SAMEA111562823	GCA_029570295.1
PDS000112090.35	PDT001677615.1	SAMEA111562824	GCA_029570335.1
PDS000112090.35	PDT001677616.1	SAMEA111562825	GCA_029570355.1
PDS000112090.35	PDT001677617.1	SAMEA111562826	GCA_029571345.1
PDS000112090.35	PDT001677618.1	SAMEA111562829	GCA_029570275.1
PDS000112090.35	PDT001677619.1	SAMEA111562828	GCA_029570225.1
PDS000112090.35	PDT001677620.1	SAMEA111562827	GCA_029570185.1
PDS000112090.35	PDT001677621.1	SAMEA111562809	GCA_029570135.1
PDS000112090.35	PDT001677622.1	SAMEA111562810	GCA_029570065.1
PDS000112090.35	PDT001677623.1	SAMEA111562811	GCA_029570105.1
PDS000112090.35	PDT001677624.1	SAMEA111562812	GCA_029570085.1
PDS000112090.35	PDT001677625.1	SAMEA111562813	GCA_029570025.1
PDS000112090.35	PDT001682680.1	SAMN34111345	NULL
PDS000112090.35	PDT001682684.1	SAMN34111341	NULL
PDS000112090.35	PDT001694153.1	SAMN32721574	NULL
PDS000112090.35	PDT001694159.1	SAMN32721562	NULL
PDS000112090.35	PDT001694162.1	SAMN32721487	NULL
PDS000112090.35	PDT001694164.1	SAMN32721580	NULL
PDS000112090.35	PDT001694171.1	SAMN32721565	NULL
PDS000112090.35	PDT001694182.1	SAMN32721566	NULL
PDS000112090.35	PDT001694184.1	SAMN32721568	NULL
PDS000112090.35	PDT001694187.1	SAMN32721371	NULL
PDS000112090.35	PDT001694188.1	SAMN32721464	NULL
PDS000112090.35	PDT001694189.1	SAMN32721539	NULL
PDS000112090.35	PDT001694191.1	SAMN32721540	NULL
PDS000112090.35	PDT001694192.1	SAMN32721345	NULL
PDS000112090.35	PDT001694193.1	SAMN32721368	NULL
PDS000112090.35	PDT001694194.1	SAMN32721496	NULL
PDS000112090.35	PDT001694195.1	SAMN32721578	NULL
PDS000112090.35	PDT001694196.1	SAMN32721541	NULL
PDS000112090.35	PDT001694197.1	SAMN32721369	NULL
PDS000112090.35	PDT001694198.1	SAMN32721512	NULL
PDS000112090.35	PDT001694199.1	SAMN32721497	NULL
PDS000112090.35	PDT001694202.1	SAMN32721513	NULL
PDS000112090.35	PDT001694203.1	SAMN32721579	NULL
PDS000112090.35	PDT001694204.1	SAMN32721514	NULL
PDS000112090.35	PDT001694206.1	SAMN32721372	NULL
PDS000112090.35	PDT001694211.1	SAMN32721375	NULL
PDS000112090.35	PDT001694244.1	SAMN32721572	NULL
PDS000112090.35	PDT001694257.1	SAMN32721492	NULL
PDS000112090.35	PDT001694261.1	SAMN32721511	NULL
PDS000112090.35	PDT001694278.1	SAMN32721349	NULL
PDS000112090.35	PDT001694329.1	SAMN32721485	NULL
PDS000112090.35	PDT001694330.1	SAMN32721520	NULL
PDS000112090.35	PDT001694331.1	SAMN32721393	NULL
PDS000112090.35	PDT001694332.1	SAMN32721561	NULL
PDS000112090.35	PDT001694333.1	SAMN32721362	NULL
PDS000112090.35	PDT001734573.1	SAMN35085364	NULL
PDS000112090.35	PDT001737497.1	SAMEA112945974	GCA_950097785.1
PDS000112090.35	PDT001737500.1	SAMEA112945967	GCA_950097625.1
PDS000112090.35	PDT001737507.1	SAMEA112945979	GCA_950097805.1
PDS000112090.35	PDT001737523.1	SAMEA112945973	GCA_950098315.1
PDS000112090.35	PDT001737535.1	SAMEA112945975	GCA_950098645.1
PDS000112090.35	PDT001737541.1	SAMEA112945976	GCA_950098985.1
PDS000112090.35	PDT001737543.1	SAMEA112945971	GCA_950099035.1
PDS000112090.35	PDT001737555.1	SAMEA112945983	GCA_950099295.1
PDS000112090.35	PDT001737563.1	SAMEA112945988	GCA_950099635.1
PDS000112090.35	PDT001737575.1	SAMEA112945985	GCA_950099485.1
PDS000112090.35	PDT001737580.1	SAMEA112945982	GCA_950099555.1
PDS000112090.35	PDT001737586.1	SAMEA112945969	GCA_950099855.1
PDS000112090.35	PDT001737591.1	SAMEA112945978	GCA_950099925.1
PDS000112090.35	PDT001737636.1	SAMEA112945977	GCA_950100925.1
PDS000112090.35	PDT001737637.1	SAMEA112945970	GCA_950100895.1
PDS000112090.35	PDT001737639.1	SAMEA112945984	GCA_950100905.1
PDS000112090.35	PDT001737640.1	SAMEA112945972	GCA_950100915.1
PDS000112090.35	PDT001737650.1	SAMEA112945989	GCA_950101215.1
PDS000112090.35	PDT001737652.1	SAMEA112945990	GCA_950101255.1
PDS000112090.35	PDT001737664.1	SAMEA112945968	GCA_950101625.1
PDS000141590.2	PDT001684356.1	SAMN28904850	GCA_029632735.1
PDS000141590.2	PDT001684357.1	SAMN28904852	GCA_029632725.1
PDS000141590.2	PDT001684361.1	SAMN28904806	GCA_029632665.1
PDS000141590.2	PDT001684362.1	SAMN28904805	GCA_029632625.1
PDS000141590.2	PDT001684363.1	SAMN28904807	GCA_029632605.1
PDS000141590.2	PDT001684365.1	SAMN28904804	GCA_029632565.1
PDS000141590.2	PDT001684367.1	SAMN28904802	GCA_029632485.1
PDS000141590.2	PDT001684369.1	SAMN28904799	GCA_029632465.1
PDS000141590.2	PDT001684370.1	SAMN28904801	GCA_029632445.1
PDS000141590.2	PDT001684372.1	SAMN28905203	GCA_029632405.1
PDS000141590.2	PDT001684373.1	SAMN28905202	GCA_029632385.1
PDS000141590.2	PDT001684374.1	SAMN28905174	GCA_029632365.1
PDS000141590.2	PDT001684375.1	SAMN28905173	GCA_029632345.1
PDS000141590.2	PDT001684376.1	SAMN28905172	GCA_029632305.1
PDS000141590.2	PDT001684378.1	SAMN28905175	GCA_029632265.1
PDS000141590.2	PDT001684379.1	SAMN28905171	GCA_029632285.1
PDS000141590.2	PDT001684380.1	SAMN28905170	GCA_029632245.1
PDS000141590.2	PDT001684381.1	SAMN28905168	GCA_029632225.1
PDS000141590.2	PDT001684382.1	SAMN28905166	GCA_029632205.1
PDS000141590.2	PDT001684383.1	SAMN28905165	GCA_029632185.1
PDS000141590.2	PDT001684384.1	SAMN28905167	GCA_029632145.1
PDS000141590.2	PDT001684385.1	SAMN28905169	GCA_029632165.1
PDS000141590.2	PDT001684386.1	SAMN28905164	GCA_029632105.1
PDS000141590.2	PDT001684388.1	SAMN28905124	NULL
PDS000141590.2	PDT001684389.1	SAMN28905123	NULL
PDS000141590.2	PDT001684390.1	SAMN28905122	NULL
PDS000141590.2	PDT001684391.1	SAMN28904791	GCA_029632085.1
PDS000141590.2	PDT001684392.1	SAMN28905125	NULL
PDS000141590.2	PDT001684393.1	SAMN28905121	NULL
PDS000141590.2	PDT001684394.1	SAMN28905120	NULL
PDS000141590.2	PDT001684395.1	SAMN28905118	NULL
PDS000141590.2	PDT001684396.1	SAMN28905116	NULL
PDS000141590.2	PDT001684397.1	SAMN28905115	NULL
PDS000141590.2	PDT001684398.1	SAMN28905117	NULL
PDS000141590.2	PDT001684399.1	SAMN28905119	NULL
PDS000141590.2	PDT001684400.1	SAMN28905114	NULL
PDS000141590.2	PDT001684402.1	SAMN28905036	NULL
PDS000141590.2	PDT001684403.1	SAMN28905034	NULL
PDS000141590.2	PDT001684405.1	SAMN28905035	NULL
PDS000141590.2	PDT001684406.1	SAMN28905037	NULL
PDS000141590.2	PDT001684407.1	SAMN28905033	NULL
PDS000141590.2	PDT001684408.1	SAMN28905032	NULL
PDS000141590.2	PDT001684409.1	SAMN28905030	NULL
PDS000141590.2	PDT001684410.1	SAMN28905028	NULL
PDS000141590.2	PDT001684411.1	SAMN28905027	NULL
PDS000141590.2	PDT001684412.1	SAMN28905029	NULL
PDS000141590.2	PDT001684413.1	SAMN28905031	NULL
PDS000141590.2	PDT001684414.1	SAMN28905026	NULL
PDS000141590.2	PDT001684415.1	SAMN28905025	NULL
PDS000141590.2	PDT001684416.1	SAMN28904985	NULL
PDS000141590.2	PDT001684418.1	SAMN28904983	NULL
PDS000141590.2	PDT001684419.1	SAMN28904984	NULL
PDS000141590.2	PDT001684420.1	SAMN28904986	NULL
PDS000141590.2	PDT001684421.1	SAMN28904982	NULL
PDS000141590.2	PDT001684422.1	SAMN28904981	NULL
PDS000141590.2	PDT001684423.1	SAMN28904979	NULL
PDS000141590.2	PDT001684424.1	SAMN28904977	NULL
PDS000141590.2	PDT001684425.1	SAMN28904976	NULL
PDS000141590.2	PDT001684426.1	SAMN28904978	NULL
PDS000141590.2	PDT001684427.1	SAMN28904980	NULL
PDS000141590.2	PDT001684428.1	SAMN28904975	NULL
PDS000141590.2	PDT001684429.1	SAMN28904974	NULL
PDS000141590.2	PDT001684430.1	SAMN28904948	GCA_029631985.1
PDS000141590.2	PDT001684431.1	SAMN28904946	GCA_029632025.1
PDS000141590.2	PDT001684432.1	SAMN28904945	GCA_029631945.1
PDS000141590.2	PDT001684433.1	SAMN28904947	GCA_029632005.1
PDS000141590.2	PDT001684434.1	SAMN28904949	GCA_029631925.1
PDS000141590.2	PDT001684435.1	SAMN28904944	GCA_029631905.1
PDS000141590.2	PDT001684437.1	SAMN28904942	GCA_029631885.1
PDS000141590.2	PDT001684438.1	SAMN28904940	GCA_029631845.1
PDS000141590.2	PDT001684439.1	SAMN28904939	GCA_029631825.1
PDS000141590.2	PDT001684440.1	SAMN28904941	GCA_029631805.1
PDS000141590.2	PDT001684441.1	SAMN28904943	GCA_029631785.1
PDS000141590.2	PDT001684442.1	SAMN28904938	GCA_029631765.1
PDS000141590.2	PDT001684443.1	SAMN28904937	GCA_029631745.1
PDS000141590.2	PDT001684460.1	SAMN28904845	GCA_029631425.1
PDS000141590.2	PDT001684461.1	SAMN28904847	GCA_029631545.1
PDS000141590.2	PDT001684464.1	SAMN28904840	GCA_029631365.1
PDS000141590.2	PDT001684465.1	SAMN28904838	GCA_029631345.1
PDS000141590.2	PDT001684468.1	SAMN28904841	GCA_029631285.1
PDS000141590.2	PDT001684470.1	SAMN28904835	GCA_029631245.1
PDS000141590.2	PDT001684471.1	SAMN28905162	GCA_029631225.1
PDS000141590.2	PDT001684472.1	SAMN28905160	GCA_029631185.1
PDS000141590.2	PDT001684473.1	SAMN28905161	GCA_029631205.1
PDS000141590.2	PDT001684474.1	SAMN28905163	GCA_029631165.1
PDS000141590.2	PDT001684475.1	SAMN28905158	GCA_029631125.1
PDS000141590.2	PDT001684476.1	SAMN28905157	GCA_029631145.1
PDS000141590.2	PDT001684477.1	SAMN28905155	GCA_029631105.1
PDS000141590.2	PDT001684480.1	SAMN28905154	GCA_029631045.1
PDS000141590.2	PDT001684481.1	SAMN28905156	GCA_029631055.1
PDS000141590.2	PDT001684482.1	SAMN28905153	GCA_029631005.1
PDS000141590.2	PDT001684483.1	SAMN28905152	GCA_029630965.1
PDS000141590.2	PDT001684484.1	SAMN28905112	NULL
PDS000141590.2	PDT001684485.1	SAMN28905110	NULL
PDS000141590.2	PDT001684486.1	SAMN28905109	NULL
PDS000141590.2	PDT001684487.1	SAMN28905111	NULL
PDS000141590.2	PDT001684488.1	SAMN28905113	NULL
PDS000141590.2	PDT001684489.1	SAMN28905108	NULL
PDS000141590.2	PDT001684490.1	SAMN28905107	NULL
PDS000141590.2	PDT001684491.1	SAMN28905105	NULL
PDS000141590.2	PDT001684492.1	SAMN28904789	GCA_029630985.1
PDS000141590.2	PDT001684493.1	SAMN28905103	NULL
PDS000141590.2	PDT001684494.1	SAMN28905104	NULL
PDS000141590.2	PDT001684495.1	SAMN28905106	NULL
PDS000141590.2	PDT001684496.1	SAMN28905102	NULL
PDS000141590.2	PDT001684497.1	SAMN28905101	NULL
PDS000141590.2	PDT001684499.1	SAMN28905072	NULL
PDS000141590.2	PDT001684500.1	SAMN28905071	NULL
PDS000141590.2	PDT001684501.1	SAMN28905073	NULL
PDS000141590.2	PDT001684502.1	SAMN28905074	NULL
PDS000141590.2	PDT001684503.1	SAMN28905070	NULL
PDS000141590.2	PDT001684504.1	SAMN28905069	NULL
PDS000141590.2	PDT001684509.1	SAMN28904919	GCA_029630825.1
PDS000141590.2	PDT001684510.1	SAMN28904921	GCA_029630845.1
PDS000141590.2	PDT001684513.1	SAMN28904912	GCA_029630765.1
PDS000141590.2	PDT001684514.1	SAMN28904874	GCA_029630745.1
PDS000141590.2	PDT001684516.1	SAMN28904873	GCA_029630725.1
PDS000141590.2	PDT001684518.1	SAMN28904871	GCA_029630665.1
PDS000141590.2	PDT001684519.1	SAMN28904870	GCA_029630645.1
PDS000141590.2	PDT001684522.1	SAMN28904867	GCA_029630605.1
PDS000141590.2	PDT001684525.1	SAMN28904864	GCA_029630545.1
PDS000141590.2	PDT001684526.1	SAMN28904821	GCA_029643525.1
PDS000141590.2	PDT001684528.1	SAMN28904817	GCA_029643505.1
PDS000141590.2	PDT001684529.1	SAMN28904818	GCA_029630485.1
PDS000141590.2	PDT001684531.1	SAMN28904822	GCA_029630505.1
PDS000141590.2	PDT001684532.1	SAMN28904816	GCA_029630445.1
PDS000141590.2	PDT001684533.1	SAMN28904814	GCA_029630425.1
PDS000141590.2	PDT001684534.1	SAMN28904813	GCA_029630405.1
PDS000141590.2	PDT001684535.1	SAMN28904811	GCA_029630385.1
PDS000141590.2	PDT001684536.1	SAMN28904812	GCA_029630345.1
PDS000141590.2	PDT001684538.1	SAMN28904815	GCA_029629905.1
PDS000141590.2	PDT001684539.1	SAMN28904810	GCA_029630325.1
PDS000141590.2	PDT001684540.1	SAMN28905187	GCA_029630285.1
PDS000141590.2	PDT001684541.1	SAMN28905185	GCA_029630265.1
PDS000141590.2	PDT001684543.1	SAMN28905184	GCA_029630305.1
PDS000141590.2	PDT001684544.1	SAMN28905186	GCA_029630245.1
PDS000141590.2	PDT001684545.1	SAMN28905188	GCA_029629865.1
PDS000141590.2	PDT001684546.1	SAMN28905183	GCA_029630225.1
PDS000141590.2	PDT001684547.1	SAMN28905181	GCA_029643405.1
PDS000141590.2	PDT001684548.1	SAMN28905179	GCA_029630205.1
PDS000141590.2	PDT001684549.1	SAMN28905177	GCA_029630185.1
PDS000141590.2	PDT001684550.1	SAMN28905178	GCA_029630165.1
PDS000141590.2	PDT001684551.1	SAMN28905180	GCA_029630145.1
PDS000141590.2	PDT001684552.1	SAMN28905182	GCA_029629845.1
PDS000141590.2	PDT001684553.1	SAMN28905176	GCA_029629825.1
PDS000141590.2	PDT001684554.1	SAMN28905137	GCA_029629805.1
PDS000141590.2	PDT001684555.1	SAMN28905135	GCA_029629765.1
PDS000141590.2	PDT001684557.1	SAMN28905134	GCA_029630105.1
PDS000141590.2	PDT001684558.1	SAMN28905136	GCA_029629785.1
PDS000141590.2	PDT001684560.1	SAMN28905133	GCA_029630075.1
PDS000141590.2	PDT001684561.1	SAMN28905131	GCA_029630065.1
PDS000141590.2	PDT001684562.1	SAMN28905129	GCA_029630045.1
PDS000141590.2	PDT001684563.1	SAMN28905127	GCA_029629725.1
PDS000141590.2	PDT001684564.1	SAMN28905128	GCA_029630025.1
PDS000141590.2	PDT001684565.1	SAMN28905130	GCA_029629985.1
PDS000141590.2	PDT001684566.1	SAMN28905132	GCA_029630005.1
PDS000141590.2	PDT001684567.1	SAMN28905126	NULL
PDS000141590.2	PDT001684568.1	SAMN28905086	NULL
PDS000141590.2	PDT001684569.1	SAMN28905084	NULL
PDS000141590.2	PDT001684570.1	SAMN28905083	NULL
PDS000141590.2	PDT001684572.1	SAMN28905085	NULL
PDS000141590.2	PDT001684573.1	SAMN28905087	NULL
PDS000141590.2	PDT001684574.1	SAMN28905082	NULL
PDS000141590.2	PDT001684575.1	SAMN28905080	NULL
PDS000141590.2	PDT001684576.1	SAMN28905078	NULL
PDS000141590.2	PDT001684577.1	SAMN28905076	NULL
PDS000141590.2	PDT001684578.1	SAMN28905077	NULL
PDS000141590.2	PDT001684579.1	SAMN28905079	NULL
PDS000141590.2	PDT001684580.1	SAMN28905081	NULL
PDS000141590.2	PDT001684581.1	SAMN28905075	NULL
PDS000141590.2	PDT001684582.1	SAMN28905049	NULL
PDS000141590.2	PDT001684583.1	SAMN28905047	NULL
PDS000141590.2	PDT001684584.1	SAMN28905045	NULL
PDS000141590.2	PDT001684585.1	SAMN28905046	NULL
PDS000141590.2	PDT001684586.1	SAMN28905048	NULL
PDS000141590.2	PDT001684587.1	SAMN28905050	NULL
PDS000141590.2	PDT001684588.1	SAMN28905044	NULL
PDS000141590.2	PDT001684589.1	SAMN28905043	NULL
PDS000141590.2	PDT001684590.1	SAMN28905041	NULL
PDS000141590.2	PDT001684591.1	SAMN28905039	NULL
PDS000141590.2	PDT001684592.1	SAMN28905040	NULL
PDS000141590.2	PDT001684593.1	SAMN28905042	NULL
PDS000141590.2	PDT001684595.1	SAMN28905038	NULL
PDS000141590.2	PDT001684596.1	SAMN28904998	NULL
PDS000141590.2	PDT001684597.1	SAMN28904996	NULL
PDS000141590.2	PDT001684598.1	SAMN28904994	NULL
PDS000141590.2	PDT001684599.1	SAMN28904995	NULL
PDS000141590.2	PDT001684600.1	SAMN28904997	NULL
PDS000141590.2	PDT001684601.1	SAMN28904999	NULL
PDS000141590.2	PDT001684602.1	SAMN28904778	GCA_029629705.1
PDS000141590.2	PDT001684603.1	SAMN28904992	NULL
PDS000141590.2	PDT001684604.1	SAMN28904990	NULL
PDS000141590.2	PDT001684605.1	SAMN28904988	NULL
PDS000141590.2	PDT001684606.1	SAMN28904989	NULL
PDS000141590.2	PDT001684607.1	SAMN28904991	NULL
PDS000141590.2	PDT001684608.1	SAMN28904993	NULL
PDS000141590.2	PDT001684609.1	SAMN28904987	NULL
PDS000141590.2	PDT001684610.1	SAMN28904960	GCA_029643385.1
PDS000141590.2	PDT001684611.1	SAMN28904958	GCA_029629945.1
PDS000141590.2	PDT001684612.1	SAMN28904956	GCA_029629665.1
PDS000141590.2	PDT001684613.1	SAMN28904957	GCA_029629645.1
PDS000141590.2	PDT001684614.1	SAMN28904959	GCA_029629925.1
PDS000141590.2	PDT001684615.1	SAMN28904961	GCA_029629585.1
PDS000141590.2	PDT001684616.1	SAMN28904955	GCA_029629565.1
PDS000141590.2	PDT001684618.1	SAMN28904953	GCA_029629545.1
PDS000141590.2	PDT001684619.1	SAMN28904951	GCA_029629625.1
PDS000141590.2	PDT001684620.1	SAMN28904952	GCA_029629525.1
PDS000141590.2	PDT001684621.1	SAMN28904756	GCA_029629505.1
PDS000141590.2	PDT001684622.1	SAMN28904954	GCA_029629485.1
PDS000141590.2	PDT001684623.1	SAMN28904950	GCA_029629465.1
PDS000141590.2	PDT001684630.1	SAMN28904907	GCA_029629345.1
PDS000141590.2	PDT001684632.1	SAMN28904904	GCA_029629285.1
PDS000141590.2	PDT001684639.1	SAMN28904863	GCA_029629165.1
PDS000141590.2	PDT001684641.1	SAMN28904860	GCA_029629125.1
PDS000141590.2	PDT001684642.1	SAMN28904862	GCA_029629085.1
PDS000141590.2	PDT001684645.1	SAMN28904858	GCA_029629045.1
PDS000141590.2	PDT001684649.1	SAMN28904855	GCA_029628995.1
PDS000141590.2	PDT001684650.1	SAMN28904857	GCA_029628945.1
PDS000141590.2	PDT001684651.1	SAMN28904755	GCA_029628985.1
PDS000141590.2	PDT001684653.1	SAMN28905067	NULL
PDS000141590.2	PDT001684654.1	SAMN28905065	NULL
PDS000141590.2	PDT001684656.1	SAMN28905064	NULL
PDS000141590.2	PDT001684657.1	SAMN28905066	NULL
PDS000141590.2	PDT001684658.1	SAMN28905068	NULL
PDS000141590.2	PDT001684659.1	SAMN28905063	NULL
PDS000141590.2	PDT001684661.1	SAMN28905022	NULL
PDS000141590.2	PDT001684662.1	SAMN28905020	NULL
PDS000141590.2	PDT001684663.1	SAMN28905021	NULL
PDS000141590.2	PDT001684664.1	SAMN28905023	NULL
PDS000141590.2	PDT001684665.1	SAMN28905024	NULL
PDS000141590.2	PDT001684666.1	SAMN28905019	NULL
PDS000141590.2	PDT001684667.1	SAMN28905017	NULL
PDS000141590.2	PDT001684668.1	SAMN28905015	NULL
PDS000141590.2	PDT001684669.1	SAMN28904780	GCA_029628885.1
PDS000141590.2	PDT001684670.1	SAMN28905014	NULL
PDS000141590.2	PDT001684671.1	SAMN28905016	NULL
PDS000141590.2	PDT001684672.1	SAMN28905018	NULL
PDS000141590.2	PDT001684673.1	SAMN28905013	NULL
PDS000141590.2	PDT001684674.1	SAMN28904936	GCA_029628865.1
PDS000141590.2	PDT001684675.1	SAMN28904935	GCA_029628825.1
PDS000141590.2	PDT001684676.1	SAMN28904934	GCA_029628805.1
PDS000141590.2	PDT001684677.1	SAMN28904933	GCA_029628785.1
PDS000141590.2	PDT001684678.1	SAMN28904931	GCA_029628745.1
PDS000141590.2	PDT001684679.1	SAMN28904930	GCA_029628725.1
PDS000141590.2	PDT001684682.1	SAMN28904929	GCA_029628665.1
PDS000141590.2	PDT001684683.1	SAMN28904928	GCA_029628645.1
PDS000141590.2	PDT001684684.1	SAMN28904926	GCA_029628605.1
PDS000141590.2	PDT001684685.1	SAMN28904924	GCA_029628705.1
PDS000141590.2	PDT001684687.1	SAMN28904884	GCA_029628585.1
PDS000141590.2	PDT001684688.1	SAMN28904767	GCA_029628625.1
PDS000141590.2	PDT001684690.1	SAMN28904887	GCA_029628525.1
PDS000141590.2	PDT001684691.1	SAMN28904883	GCA_029628545.1
PDS000141590.2	PDT001684693.1	SAMN28904880	GCA_029628445.1
PDS000141590.2	PDT001684695.1	SAMN28904877	GCA_029628425.1
PDS000141590.2	PDT001684696.1	SAMN28904879	GCA_029628385.1
PDS000141590.2	PDT001684697.1	SAMN28904881	GCA_029628345.1
PDS000141590.2	PDT001684699.1	SAMN28904875	GCA_029628485.1
PDS000141590.2	PDT001684701.1	SAMN28904832	GCA_029628365.1
PDS000141590.2	PDT001684703.1	SAMN28904833	GCA_029628325.1
PDS000141590.2	PDT001684704.1	SAMN28904834	GCA_029628285.1
PDS000141590.2	PDT001684705.1	SAMN28904830	GCA_029628265.1
PDS000141590.2	PDT001684706.1	SAMN28904829	GCA_029628225.1
PDS000141590.2	PDT001684707.1	SAMN28904827	GCA_029628245.1
PDS000141590.2	PDT001684708.1	SAMN28904825	GCA_029627945.1
PDS000141590.2	PDT001684709.1	SAMN28904824	GCA_029628205.1
PDS000141590.2	PDT001684710.1	SAMN28904826	GCA_029628185.1
PDS000141590.2	PDT001684713.1	SAMN28904823	GCA_029628145.1
PDS000141590.2	PDT001684714.1	SAMN28905200	GCA_029628125.1
PDS000141590.2	PDT001684715.1	SAMN28905198	GCA_029628105.1
PDS000141590.2	PDT001684716.1	SAMN28905197	GCA_029628085.1
PDS000141590.2	PDT001684717.1	SAMN28905199	GCA_029628045.1
PDS000141590.2	PDT001684718.1	SAMN28905201	GCA_029628065.1
PDS000141590.2	PDT001684719.1	SAMN28905196	GCA_029628005.1
PDS000141590.2	PDT001684720.1	SAMN28905195	GCA_029627905.1
PDS000141590.2	PDT001684722.1	SAMN28905192	GCA_029627925.1
PDS000141590.2	PDT001684723.1	SAMN28905191	GCA_029627865.1
PDS000141590.2	PDT001684724.1	SAMN28905193	GCA_029627825.1
PDS000141590.2	PDT001684725.1	SAMN28905194	GCA_029628025.1
PDS000141590.2	PDT001684726.1	SAMN28905190	GCA_029627845.1
PDS000141590.2	PDT001684727.1	SAMN28905189	GCA_029627765.1
PDS000141590.2	PDT001684728.1	SAMN28905150	GCA_029627785.1
PDS000141590.2	PDT001684729.1	SAMN28905148	GCA_029627805.1
PDS000141590.2	PDT001684730.1	SAMN28905147	GCA_029627745.1
PDS000141590.2	PDT001684731.1	SAMN28905149	GCA_029627705.1
PDS000141590.2	PDT001684732.1	SAMN28905151	GCA_029627985.1
PDS000141590.2	PDT001684733.1	SAMN28905146	GCA_029627725.1
PDS000141590.2	PDT001684734.1	SAMN28905145	GCA_029627645.1
PDS000141590.2	PDT001684736.1	SAMN28905142	GCA_029627625.1
PDS000141590.2	PDT001684737.1	SAMN28905141	GCA_029627685.1
PDS000141590.2	PDT001684738.1	SAMN28905143	GCA_029627605.1
PDS000141590.2	PDT001684739.1	SAMN28905144	GCA_029627585.1
PDS000141590.2	PDT001684740.1	SAMN28905140	GCA_029627525.1
PDS000141590.2	PDT001684741.1	SAMN28905139	GCA_029627545.1
PDS000141590.2	PDT001684742.1	SAMN28905099	NULL
PDS000141590.2	PDT001684743.1	SAMN28905097	NULL
PDS000141590.2	PDT001684744.1	SAMN28905096	NULL
PDS000141590.2	PDT001684745.1	SAMN28905098	NULL
PDS000141590.2	PDT001684746.1	SAMN28905100	NULL
PDS000141590.2	PDT001684747.1	SAMN28905095	NULL
PDS000141590.2	PDT001684748.1	SAMN28905094	NULL
PDS000141590.2	PDT001684749.1	SAMN28905093	NULL
PDS000141590.2	PDT001684750.1	SAMN28905091	NULL
PDS000141590.2	PDT001684751.1	SAMN28905090	NULL
PDS000141590.2	PDT001684752.1	SAMN28905092	NULL
PDS000141590.2	PDT001684754.1	SAMN28905089	NULL
PDS000141590.2	PDT001684755.1	SAMN28905088	NULL
PDS000141590.2	PDT001684756.1	SAMN28905061	NULL
PDS000141590.2	PDT001684757.1	SAMN28905059	NULL
PDS000141590.2	PDT001684758.1	SAMN28905058	NULL
PDS000141590.2	PDT001684759.1	SAMN28905060	NULL
PDS000141590.2	PDT001684760.1	SAMN28905062	NULL
PDS000141590.2	PDT001684761.1	SAMN28905057	NULL
PDS000141590.2	PDT001684762.1	SAMN28905056	NULL
