ipg	ipg_accession	ipg_name	protein
98296151	WP_058017838.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1132	HCF5987948.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	WP_033968246.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO1239277.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO1242888.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO1877405.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO1881944.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO2079454.1
67468849	WP_033968246.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1133	HBO2085317.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	WP_033978625.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	EJB8383849.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	EJB8386916.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBN9876729.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBN9880136.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBO3288763.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBO3293794.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBO3775731.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HBO3779458.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCD9749228.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCD9752558.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE3962125.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE3965008.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE4261126.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE4265827.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE6896403.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE6902006.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE6902797.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE6908155.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7019794.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7024747.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7063193.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7069113.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7346963.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE7352350.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE9681150.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE9685742.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE9685996.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCE9691920.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF0081808.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF0086663.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF1853083.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF1856156.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF1939424.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF1942254.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF2854103.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF2858212.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF3549277.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF3554471.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF6243590.1
67479088	WP_033978625.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135	HCF6245984.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	WP_057384527.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBO4310646.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBO4315768.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBO4703239.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBO4708679.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBP6730062.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HBP6731528.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCE6864475.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCE6869552.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF4396990.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF4401858.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF6227558.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF6232490.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF9827776.1
97917523	WP_057384527.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174	HCF9828793.1
1050997	WP_032490445.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-119	WP_032490445.1
14218461	WP_032492122.1	OXA-5 family class D beta-lactamase OXA-129	WP_032492122.1
50816062	WP_064056056.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-14	HBN8749298.1
13004465	WP_058177653.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-141	WP_058177653.1
14224341	WP_063861041.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-142	EIX6073985.1
959323	WP_063861048.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-15	WP_063861048.1
16463314	WP_063861101.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-161	HCF2481050.1
5356167	WP_032491804.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-17	HCU2098942.1
783481	WP_063861309.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-19	WP_063861309.1
158211568	WP_094865115.1	carbapenem-hydrolyzing class D beta-lactamase OXA-198	WP_094865115.1
573534	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	HCA6600674.1
24789412	WP_063861588.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-205	WP_063861588.1
23340152	WP_063861649.1	OXA-2 family class D beta-lactamase OXA-210	HBO7922613.1
25220402	WP_063861812.1	OXA-1 family class D beta-lactamase OXA-224	EIU5265057.1
16463315	WP_063861826.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-226	HCF0728019.1
32887066	WP_043907054.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-232	HBP5707508.1
15696912	WP_063862394.1	OXA-10 family class D beta-lactamase OXA-246	HCR1461342.1
26106205	WP_014454104.1	OXA-10 family class D beta-lactamase OXA-256	WP_014454104.1
811605	WP_032489753.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-28	HBO5939642.1
552149	WP_063862720.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-35	HCE6398563.1
1127441	WP_032490448.1	OXA-1 family class D beta-lactamase OXA-392	WP_032490448.1
1791942	WP_015649877.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-395	HCF6020536.1
60534724	WP_034033256.1	OXA-2 family class D beta-lactamase OXA-415	HBP0373221.1
1121329	WP_063864090.1	oxacillin-hydrolyzing class D beta-lactamase OXA-46	WP_063864090.1
67455604	WP_033954903.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-485	HBP5419749.1
3381335	WP_003161965.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-486	WP_003161965.1
1792100	WP_003097028.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488	WP_003097028.1
3381308	WP_003118452.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494	WP_003118452.1
1189319	WP_032488483.1	oxacillin-hydrolyzing class D beta-lactamase OXA-5	WP_032488483.1
341184	WP_003099707.1	oxacillin-hydrolyzing class D beta-lactamase OXA-50	HBP1078126.1
111795038	WP_065159014.1	OXA-10 family class D beta-lactamase OXA-520	WP_065159014.1
129253808	WP_071593233.1	OXA-2 family inhibitor-resistant extended-spectrum class D beta-lactamase OXA-539	EIU4224756.1
99201051	WP_058132644.1	OXA-2 family class D beta-lactamase OXA-543	WP_058132644.1
129278937	WP_071537493.1	OXA-2 family class D beta-lactamase OXA-544	WP_071537493.1
1937311	WP_063864264.1	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-56	WP_063864264.1
201767245	WP_122630857.1	OXA-1 family class D beta-lactamase OXA-675	EIU3877752.1
201767255	WP_122630859.1	OXA-10 family class D beta-lactamase OXA-677	EIU4816943.1
31761200	WP_072678505.1	class D beta-lactamase OXA-732	HCE6035689.1
6293925	WP_063864532.1	OXA-10 family class D beta-lactamase OXA-74	HBO7020319.1
198357786	WP_122634438.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779	WP_122634438.1
233246183	WP_136512086.1	OXA-10 family class D beta-lactamase OXA-794	HBO5785747.1
233246215	WP_136512087.1	OXA-10 family class D beta-lactamase OXA-795	HBO6033593.1
23687156	WP_110612827.1	OXA-1 family class D beta-lactamase OXA-796	HBO6823469.1
243774641	WP_136512104.1	OXA-10 family class D beta-lactamase OXA-824	HBO6026836.1
67490241	WP_033989974.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-846	HCR9794081.1
3381370	WP_010793618.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-847	HDQ7750553.1
40096789	WP_019485147.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-848	HBP2099053.1
269790544	WP_150823477.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-849	HBP5457715.1
67513951	WP_034006563.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-850	HBO5860613.1
3381330	WP_014603442.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-851	WP_014603442.1
1208431	WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	WP_000722315.1
52434220	WP_024916334.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-902	WP_024916334.1
299809580	WP_164461291.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-903	WP_164461291.1
3381343	WP_003161096.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-905	HBP1512688.1
67512730	WP_034005326.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-906	HCU0582206.1
299809581	WP_164461292.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-907	WP_164461292.1
50653476	WP_031694184.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-908	WP_031694184.1
50656146	WP_031691948.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-913	HBP6184811.1
214443698	WP_121331722.1	OXA-10 family class D beta-lactamase OXA-932	WP_121331722.1
258619477	WP_141989064.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-935	WP_141989064.1
67605264	WP_034081711.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937	HCW0881488.1
257947309	WP_148044424.1	class A beta-lactamase PAU-1	WP_148044424.1
62373	WP_003101289.1	cephalosporin-hydrolyzing class C beta-lactamase PDC-1	WP_003101289.1
17561539	WP_063864559.1	class C beta-lactamase PDC-10	HBP1375655.1
98901690	WP_058176209.1	class C beta-lactamase PDC-100	HBN9506253.1
108745742	WP_063864560.1	class C beta-lactamase PDC-101	HCF2829587.1
50644525	WP_031690214.1	class C beta-lactamase PDC-103	HCF3931509.1
98909933	WP_058129018.1	class C beta-lactamase PDC-104	WP_058129018.1
108745744	WP_063864562.1	class C beta-lactamase PDC-105	HBP5603753.1
108745745	WP_063864563.1	class C beta-lactamase PDC-106	HCE9265230.1
108745746	WP_063864564.1	class C beta-lactamase PDC-107	WP_063864564.1
108745747	WP_063864565.1	class C beta-lactamase PDC-108	HCF9671378.1
57366237	WP_029610673.1	class C beta-lactamase PDC-109	HBO1580567.1
18659875	WP_033990638.1	class C beta-lactamase PDC-11	WP_033990638.1
108745749	WP_063864567.1	class C beta-lactamase PDC-111	WP_063864567.1
108745750	WP_063864568.1	class C beta-lactamase PDC-112	WP_063864568.1
108745751	WP_063864569.1	class C beta-lactamase PDC-113	HCF7383816.1
103635780	WP_061189306.1	class C beta-lactamase PDC-114	HCF7198515.1
50655625	WP_031692400.1	class C beta-lactamase PDC-115	WP_031692400.1
103643522	WP_061193023.1	class C beta-lactamase PDC-116	WP_061193023.1
50645425	WP_031687354.1	class C beta-lactamase PDC-117	HBP1235976.1
18659876	WP_009313329.1	class C beta-lactamase PDC-12	WP_009313329.1
44749604	WP_023089477.1	class C beta-lactamase PDC-120	HBO5375205.1
44756244	WP_023109643.1	class C beta-lactamase PDC-122	HCE3811870.1
86050096	WP_049321692.1	class C beta-lactamase PDC-123	WP_049321692.1
85972185	WP_049239252.1	class C beta-lactamase PDC-124	HCG0950269.1
91741317	WP_053813381.1	class C beta-lactamase PDC-125	HCF2413612.1
110244644	WP_064483991.1	class C beta-lactamase PDC-126	WP_064483991.1
110244645	WP_064483992.1	class C beta-lactamase PDC-127	HCG1670007.1
110244647	WP_064483994.1	class C beta-lactamase PDC-129	EKF6910892.1
110244651	WP_064483998.1	class C beta-lactamase PDC-133	EIU1683089.1
110244655	WP_064484002.1	class C beta-lactamase PDC-137	HBO1307794.1
110244656	WP_064484003.1	class C beta-lactamase PDC-138	WP_064484003.1
110244657	WP_064484004.1	class C beta-lactamase PDC-139	HBO2129180.1
18659878	WP_033982123.1	class C beta-lactamase PDC-14	HBO6013997.1
110244658	WP_064484005.1	class C beta-lactamase PDC-140	HBO7424666.1
110756714	WP_064511493.1	class C beta-lactamase PDC-142	HCI2808759.1
110756715	WP_064511494.1	class C beta-lactamase PDC-143	WP_064511494.1
110756721	WP_064511498.1	class C beta-lactamase PDC-147	HCF2795458.1
18659879	WP_023114693.1	class C beta-lactamase PDC-15	HCF0942145.1
91747625	WP_053816671.1	class C beta-lactamase PDC-151	WP_053816671.1
110756727	WP_064511503.1	class C beta-lactamase PDC-153	HBO9061272.1
110756730	WP_064511506.1	class C beta-lactamase PDC-156	EIU3498647.1
110756732	WP_064511508.1	class C beta-lactamase PDC-158	HBP0144944.1
18659880	WP_019485213.1	class C beta-lactamase PDC-16	HBP0241207.1
110756735	WP_064511511.1	class C beta-lactamase PDC-161	WP_064511511.1
110756736	WP_064511512.1	class C beta-lactamase PDC-162	HCK0481599.1
92294407	WP_054379352.1	class C beta-lactamase PDC-168	WP_054379352.1
111789834	WP_065159032.1	class C beta-lactamase PDC-170	HBP6835596.1
98891972	WP_058180135.1	class C beta-lactamase PDC-171	HCE5726480.1
86002434	WP_049272244.1	class C beta-lactamase PDC-172	HCW0997393.1
119914972	WP_070142141.1	class C beta-lactamase PDC-174	WP_070142141.1
138268368	WP_085562393.1	class C beta-lactamase PDC-177	HCL3839046.1
149271175	WP_087587953.1	class C beta-lactamase PDC-182	WP_087587953.1
103636930	WP_061199990.1	class C beta-lactamase PDC-184	WP_061199990.1
149271177	WP_087587957.1	class C beta-lactamase PDC-187	WP_087587957.1
52433428	WP_024915536.1	class C beta-lactamase PDC-189	HBO5731679.1
149271165	WP_087587960.1	class C beta-lactamase PDC-191	WP_087587960.1
149271176	WP_087587962.1	class C beta-lactamase PDC-194	HBP4929780.1
149271178	WP_087587963.1	class C beta-lactamase PDC-198	HCF6456687.1
149271154	WP_087587964.1	class C beta-lactamase PDC-199	HCG1165990.1
22382998	WP_003132320.1	class C beta-lactamase PDC-19a	HDQ9995762.1
24418189	WP_023874922.1	class C beta-lactamase PDC-19b	WP_023874922.1
24418190	WP_016263090.1	class C beta-lactamase PDC-20	WP_016263090.1
149271188	WP_087587966.1	class C beta-lactamase PDC-201	WP_087587966.1
98890032	WP_058161279.1	class C beta-lactamase PDC-207	WP_058161279.1
149271161	WP_087587972.1	class C beta-lactamase PDC-208	WP_087587972.1
149271179	WP_087587973.1	class C beta-lactamase PDC-209	WP_087587973.1
140382406	WP_088245216.1	class C beta-lactamase PDC-211	HBO5022902.1
133409806	WP_073647245.1	class C beta-lactamase PDC-213	WP_073647245.1
152019126	WP_088245219.1	class C beta-lactamase PDC-214	WP_088245219.1
152019125	WP_088245223.1	class C beta-lactamase PDC-218	HCG1225442.1
24418191	WP_063864575.1	class C beta-lactamase PDC-21b	WP_063864575.1
22383000	WP_023108311.1	class C beta-lactamase PDC-22	HBP4826168.1
152019123	WP_088245218.1	class C beta-lactamase PDC-220	HBN9525851.1
98909269	WP_058169941.1	class C beta-lactamase PDC-225	WP_058169941.1
103635685	WP_061190338.1	class C beta-lactamase PDC-226	WP_061190338.1
22383001	WP_034071670.1	class C beta-lactamase PDC-23	HBP0693869.1
176684335	WP_104009833.1	class C beta-lactamase PDC-235	HCF9354712.1
24418193	WP_023115067.1	class C beta-lactamase PDC-24	HBO4363365.1
67549572	WP_034035338.1	class C beta-lactamase PDC-240	HCF4370284.1
176684344	WP_104009841.1	class C beta-lactamase PDC-244	WP_104009841.1
171746077	WP_100831609.1	inhibitor-resistant class C beta-lactamase PDC-245	WP_100831609.1
98875659	WP_058174497.1	class C beta-lactamase PDC-250	WP_058174497.1
187237584	WP_109791185.1	class C beta-lactamase PDC-251	EKN2109615.1
187237594	WP_109791190.1	class C beta-lactamase PDC-256	HCF4143417.1
187237599	WP_109791191.1	class C beta-lactamase PDC-257	WP_109791191.1
187237597	WP_109791192.1	class C beta-lactamase PDC-258	WP_109791192.1
187237605	WP_109791195.1	class C beta-lactamase PDC-261	HBO2921026.1
187237607	WP_109791200.1	class C beta-lactamase PDC-266	WP_109791200.1
98881586	WP_058157026.1	class C beta-lactamase PDC-271	WP_058157026.1
187237618	WP_109791206.1	class C beta-lactamase PDC-274	HCE9579904.1
120271911	WP_070698497.1	class C beta-lactamase PDC-278	HCF5880786.1
24418192	WP_034075190.1	class C beta-lactamase PDC-28	WP_034075190.1
133431715	WP_073669325.1	class C beta-lactamase PDC-285	WP_073669325.1
36464613	WP_016252988.1	class C beta-lactamase PDC-286	WP_016252988.1
103647175	WP_061193431.1	class C beta-lactamase PDC-298	WP_061193431.1
4508961	WP_003121934.1	extended-spectrum class C beta-lactamase PDC-3	HBP5717762.1
192116935	WP_111672908.1	class C beta-lactamase PDC-301	WP_111672908.1
192116936	WP_111672909.1	class C beta-lactamase PDC-302	EKL2612492.1
192116932	WP_111672910.1	class C beta-lactamase PDC-303	HCL3433010.1
201767252	WP_122630846.1	class C beta-lactamase PDC-308	WP_122630846.1
